MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,MRR Site Name,MRR Site Basin Name
TOPPEC,Toppenish Creek,539.13,River,17030003,Lower Yakima,46.35830693,-120.6822876,TOPPEC - Toppenish Creek,Yakima
TOUCHR,Touchet River,509.035,River,17070102,Walla Walla,46.28975522,-118.4765735,TOUCHR - Touchet River,Middle Columbia
TOUT,"North Toutle Hatchery, WDFW",111.032.028.018.001,Hatchery,17080005,Lower Cowlitz,46.374687,-122.572029,"TOUT - North Toutle Hatchery, WDFW",Lower Columbia
TOUTLR,Toutle River,111.032,River,17080005,Lower Cowlitz,46.34594271,-122.8180309,TOUTLR - Toutle River,Lower Columbia
TOUTNF,North Fork Toutle River,111.032.028,River,17080005,Lower Cowlitz,46.31556287,-122.4864685,TOUTNF - North Fork Toutle River,Lower Columbia
TOWERC,Tower Creek - tributary to Salmon River,522.303.394,River,17060203,Middle Salmon-Panther,45.36344221,-113.8593631,TOWERC - Tower Creek - tributary to Salmon River,Salmon
TRAILC,"Trail Creek, Lemhi River Basin",522.303.416.049.006.007,River,17060204,Lemhi,44.86243843,-113.8033768,"TRAILC - Trail Creek, Lemhi River Basin",Salmon
TRINR,"Trinity River, tributary to Klamath River",~~~,River,18010211,Trinity,40.71364431,-123.0464241,"TRINR - Trinity River, tributary to Klamath River",Klamath
TRONC,"Tronsen Creek, tributary of Peshastin Creek",754.029.023,River,17020011,Wenatchee,47.3645779,-120.5785833,"TRONC - Tronsen Creek, tributary of Peshastin Creek",Upper Columbia
TROU2C,"Trout Creek, Deschutes River Watershed",328.14,River,17070307,Trout,44.77669838,-120.7624278,"TROU2C - Trout Creek, Deschutes River Watershed",Deschutes
TROUTC,"Trout Creek (trib. to Wind River, Wash.)",251.017,River,17070105,Middle Columbia-Hood,45.81987111,-122.011317,"TROUTC - Trout Creek (trib. to Wind River, Wash.)",Middle Columbia
TRYOC,"Tryon Creek, tributary to Willamette River",163.032,River,17090012,Lower Willamette,45.44833654,-122.6882071,"TRYOC - Tryon Creek, tributary to Willamette River",Willamette
TUCH,Tucannon River Hatchery,522.100.058,Hatchery,17060107,Lower Snake-Tucannon,46.320108,-117.66284,TUCH - Tucannon River Hatchery,Lower Snake
TUCR,Tucannon River,522.1,River,17060107,Lower Snake-Tucannon,46.39571678,-117.7112008,TUCR - Tucannon River,Lower Snake
TUM,"Tumwater Dam, Wenatchee River",754.044,Dam,17020011,Wenatchee,47.61665322,-120.7231844,"TUM - Tumwater Dam, Wenatchee River",Upper Columbia
TUMFBY,TUM - Release into the Forebay within 0.5 km upstream of Dam,754.044,Intra-Dam Release Site,17020011,Wenatchee,47.61665322,-120.7231844,TUMFBY - TUM - Release into the Forebay within 0.5 km upstream of Dam,Upper Columbia
TUNKC,"Tunk Creek, Okanogan River Basin",858.073,River,17020006,Okanogan,48.53047873,-119.3514592,"TUNKC - Tunk Creek, Okanogan River Basin",Upper Columbia
TURO,Turtle Rock Pond,765,Hatchery,17020010,Upper Columbia-Entiat,47.54953699,-120.26982,TURO - Turtle Rock Pond,Upper Columbia
TUTUIC,"Tutuilla Creek, Umatilla River",465.084,River,17070103,Umatilla,45.60910904,-118.7625728,"TUTUIC - Tutuilla Creek, Umatilla River",Middle Columbia
TWIS2P,Twisp Acclimation Pond (Methow Salmon Recovery Foundation),843.066.002,Acclimation Pond,17020008,Methow,48.36645967,-120.1390091,TWIS2P - Twisp Acclimation Pond (Methow Salmon Recovery Foundation),Upper Columbia
TWISPP,Twisp Acclimation Pond (WDFW),843.066.013,Acclimation Pond,17020008,Methow,48.380412,-120.244062,TWISPP - Twisp Acclimation Pond (WDFW),Upper Columbia
TWISPR,Twisp River,843.066,River,17020008,Methow,48.35388354,-120.3650912,TWISPR - Twisp River,Upper Columbia
TWISPW,Twisp River Weir (WDFW),843.066.013,Trap or Weir,17020008,Methow,48.37988124,-120.2430744,TWISPW - Twisp River Weir (WDFW),Upper Columbia
TWITRP,Twisp River rotary smolt trap,843.066.002,Trap or Weir,17020008,Methow,48.367273,-120.138784,TWITRP - Twisp River rotary smolt trap,Upper Columbia
TWNMIC,Twentymile Creek,522.224.120.069,River,17060305,South Fork Clearwater,45.73758534,-115.7405335,TWNMIC - Twentymile Creek,Clearwater
TWNMIT,Twentymile Creek Trap,522.224.120.069.003,Trap or Weir,17060305,South Fork Clearwater,45.76476914,-115.7554222,TWNMIT - Twentymile Creek Trap,Clearwater
UKNWRC,Upper Klamath National Wildlife Refuge Avian Colonies,___,Avian Colony,18010203,Upper Klamath Lake,42.51,-122.0485,UKNWRC - Upper Klamath National Wildlife Refuge Avian Colonies,Klamath
UMAH,Umatilla Hatchery,*,Hatchery,17070101,Middle Columbia-Lake Wallula,45.91233964,-119.5513537,UMAH - Umatilla Hatchery,Middle Columbia
UMAR,Umatilla River,465,River,17070103,Umatilla,45.65240609,-118.9359599,UMAR - Umatilla River,Middle Columbia
UMATNF,North Fork Umatilla River,465.145,River,17070103,Umatilla,45.73405433,-118.088492,UMATNF - North Fork Umatilla River,Middle Columbia
UMATSF,South Fork Umatilla River,465.145,River,17070103,Umatilla,45.66477851,-118.2386619,UMATSF - South Fork Umatilla River,Middle Columbia
UMPQAR,Umpqua River,~~~,River,17100303,Umpqua,43.57860662,-123.5725811,UMPQAR - Umpqua River,Southern Oregon Coastal
UWH,University of Washington Hatchery,***,Hatchery,17110012,Lake Washington,47.648399,-122.309751,UWH - University of Washington Hatchery,Puget Sound
VALEYC,Valley Creek,522.303.609,River,17060201,Upper Salmon,44.30581115,-115.0525541,VALEYC - Valley Creek,Salmon
VATC,Vat Creek,522.303.633.003,River,17060201,Upper Salmon,43.96620694,-114.8683645,VATC - Vat Creek,Salmon
VDS3,"Within 100m upstream of Vertical Drop Structure 3, Okanagan River",858.149,Other,17020006,Okanogan,49.114753,-119.566517,"VDS3 - Within 100m upstream of Vertical Drop Structure 3, Okanagan River",Upper Columbia
VGISNB,"Van Giesen Road Bridge, Yakima River",539.014,Other,17030003,Lower Yakima,46.297356,-119.3333,"VGISNB - Van Giesen Road Bridge, Yakima River",Yakima
VIENTC,"Viento Creek, Columbia River Gorge (OR)",258,River,17070105,Middle Columbia-Hood,45.68476504,-121.6584187,"VIENTC - Viento Creek, Columbia River Gorge (OR)",Middle Columbia
VNGRC,"Vinegar Creek, tributary to Middle Fork John Day River",351.298.052.103,River,17070203,Middle Fork John Day,44.65453452,-118.5134663,"VNGRC - Vinegar Creek, tributary to Middle Fork John Day River",John Day
WAHA,"Washougal Hatchery, WDFW",193.032,Hatchery,17080001,Lower Columbia-Sandy,45.65184099,-122.166096,"WAHA - Washougal Hatchery, WDFW",Lower Columbia
WALH,Wallowa Hatchery,522.271.131.063.001,Hatchery,17060105,Wallowa,45.417567,-117.301573,WALH - Wallowa Hatchery,Lower Snake
WALLAR,Walla Walla River,509,River,17070102,Walla Walla,46.0398274,-118.6436274,WALLAR - Walla Walla River,Middle Columbia
WALLIS,"Wallace Island, lower Columbia River near Clatskanie, OR",80,Other,17080003,Lower Columbia-Clatskanie,46.14069092,-123.2553693,"WALLIS - Wallace Island, lower Columbia River near Clatskanie, OR",Lower Columbia
WALLNF,North Fork Walla Walla River,509.081,River,17070102,Walla Walla,45.89074457,-118.1283752,WALLNF - North Fork Walla Walla River,Middle Columbia
WALLOR,Wallowa River,522.271.131,River,17060105,Wallowa,45.54921819,-117.4590587,WALLOR - Wallowa River,Lower Snake
WALLSF,South Fork Walla Walla River,509.081,River,17070102,Walla Walla,45.84117805,-118.086015,WALLSF - South Fork Walla Walla River,Middle Columbia
WAN,Wanapum Dam,669,Dam,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WAN - Wanapum Dam,Upper Columbia
WANACC,Wanacut Creek - tributary to Okanogan River,858.057,River,17020006,Okanogan,48.440826,-119.3937562,WANACC - Wanacut Creek - tributary to Okanogan River,Upper Columbia
WANBYP,WAN - Release into the Facility Bypass Flume/Pipe,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANBYP - WAN - Release into the Facility Bypass Flume/Pipe,Upper Columbia
WANFBY,WAN - Release into the Forebay within 0.5 km upstream of Dam,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANFBY - WAN - Release into the Forebay within 0.5 km upstream of Dam,Upper Columbia
WANGWL,WAN - Release into Gatewell(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANGWL - WAN - Release into Gatewell(s),Upper Columbia
WANLD1,WAN - Release into the Left Bank (East Shore) Adult Fish Ladder,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANLD1 - WAN - Release into the Left Bank (East Shore) Adult Fish Ladder,Upper Columbia
WANLD2,WAN - Release into the Right Bank (West Shore) Adult Fish Ladder,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANLD2 - WAN - Release into the Right Bank (West Shore) Adult Fish Ladder,Upper Columbia
WANMRT,WAN - Mortality Recovery,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANMRT - WAN - Mortality Recovery,Upper Columbia
WANSPL,WAN - Release directly into Spill Bay(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANSPL - WAN - Release directly into Spill Bay(s),Upper Columbia
WANTAL,WAN - Release into the Tailrace within 0.5 km downstream of Dam,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANTAL - WAN - Release into the Tailrace within 0.5 km downstream of Dam,Upper Columbia
WANTRB,WAN - Release into Turbine(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,-119.9709,WANTRB - WAN - Release into Turbine(s),Upper Columbia
WAP,"Wapato Diversion Dam, Yakima River",539.172,Dam,17030003,Lower Yakima,46.52429401,-120.4770219,"WAP - Wapato Diversion Dam, Yakima River",Yakima
WAPATC,Wapato Canal - headgate to diversion screen (km 000-001),539.172,River,17030003,Lower Yakima,46.52121522,-120.4793582,WAPATC - Wapato Canal - headgate to diversion screen (km 000-001),Yakima
WAPATD,Wapato Dam (Archaic - replaced with WAP),539.172,Archaic,17030003,Lower Yakima,46.52429401,-120.4770219,WAPATD - Wapato Dam (Archaic - replaced with WAP),Yakima
WAPATS,Wapato Screen (Archaic),539.172.001,Archaic,17030003,Lower Yakima,,,WAPATS - Wapato Screen (Archaic),Yakima
WAPSRR,WAP - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.172,Intra-Dam Release Site,17030003,Lower Yakima,46.52429401,-120.4770219,WAPSRR - WAP - Release into the Separator Return Flume/Pipe with Direct Return to the River,Yakima
WAPTAL,WAP - Release into the Tailrace within 0.5 km downstream of Dam,539.172,Intra-Dam Release Site,17030003,Lower Yakima,46.52429401,-120.4770219,WAPTAL - WAP - Release into the Tailrace within 0.5 km downstream of Dam,Yakima
WARMSC,Warm Springs Creek,522.224.120.037.092,River,17060303,Lochsa,46.37787797,-114.848876,WARMSC - Warm Springs Creek,Clearwater
WARMSR,"Warm Springs River, Deschutes River Watershed",328.135,River,17070306,Lower Deschutes,44.9276691,-121.4049599,"WARMSR - Warm Springs River, Deschutes River Watershed",Deschutes
WASHOR,Washougal River,193,River,17080001,Lower Columbia-Sandy,45.61589402,-122.1813852,WASHOR - Washougal River,Lower Columbia
WASHWF,West Fork Washougal River,193.024,River,17080001,Lower Columbia-Sandy,45.68240757,-122.2419419,WASHWF - West Fork Washougal River,Lower Columbia
WBIRDC,Whitebird Creek,522.303.086,River,17060209,Lower Salmon,45.77718426,-116.2819328,WBIRDC - Whitebird Creek,Salmon
WEBBC,"Webb Creek, Lapwai Creek watershed",522.224.019.010.006,River,17060306,Clearwater,46.22883512,-116.7475782,"WEBBC - Webb Creek, Lapwai Creek watershed",Clearwater
WEL,Wells Dam,830,Dam,17020005,Chief Joseph,47.94730185,-119.8645486,WEL - Wells Dam,Upper Columbia
WELFBY,WEL - Release into the Forebay within 0.5 km upstream of Dam,830,Intra-Dam Release Site,17020005,Chief Joseph,47.94730185,-119.8645486,WELFBY - WEL - Release into the Forebay within 0.5 km upstream of Dam,Upper Columbia
WELH,Wells Hatchery,830,Hatchery,17020005,Chief Joseph,47.94689299,-119.870615,WELH - Wells Hatchery,Upper Columbia
WELLD1,WEL - Release into the East Adult Fish Ladder,830,Intra-Dam Release Site,17020005,Chief Joseph,47.94730185,-119.8645486,WELLD1 - WEL - Release into the East Adult Fish Ladder,Upper Columbia
WELLD2,WEL - Release into the West Adult Fish Ladder,830,Intra-Dam Release Site,17020005,Chief Joseph,47.94730185,-119.8645486,WELLD2 - WEL - Release into the West Adult Fish Ladder,Upper Columbia
WELSBR,Starr Boat Ramp on west shore 5 km upstream of Wells Dam,835,Other,17020005,Chief Joseph,47.983483,-119.88785,WELSBR - Starr Boat Ramp on west shore 5 km upstream of Wells Dam,Upper Columbia
WELTAL,WEL - Release into the Tailrace within 0.5 km downstream of Dam,830,Intra-Dam Release Site,17020005,Chief Joseph,47.94730185,-119.8645486,WELTAL - WEL - Release into the Tailrace within 0.5 km downstream of Dam,Upper Columbia
WENA2T,Upper Wenatchee smolt trap just below Lake Wenatchee,754.086,Trap or Weir,17020011,Wenatchee,47.80976111,-120.7156389,WENA2T - Upper Wenatchee smolt trap just below Lake Wenatchee,Upper Columbia
WENA3T,"Upper Wenatchee trap, 4km above Chiwawa River",754.081,Trap or Weir,17020011,Wenatchee,47.79787109,-120.6661512,"WENA3T - Upper Wenatchee trap, 4km above Chiwawa River",Upper Columbia
WENA4T,"Lower Wenatchee trap, 2.8km below Mission Creek",754.013,Trap or Weir,17020011,Wenatchee,47.51193198,-120.4482675,"WENA4T - Lower Wenatchee trap, 2.8km below Mission Creek",Upper Columbia
WENATL,Lake Wenatchee,754.09,Other,17020011,Wenatchee,47.82267391,-120.7777813,WENATL - Lake Wenatchee,Upper Columbia
WENATR,Wenatchee River,754,River,17020011,Wenatchee,47.58484333,-120.6773509,WENATR - Wenatchee River,Upper Columbia
WENATT,Wenatchee River trap at West Monitor Bridge,754.01,Trap or Weir,17020011,Wenatchee,47.5007,-120.4257,WENATT - Wenatchee River trap at West Monitor Bridge,Upper Columbia
WENR,Wenaha River,522.271.073,River,17060106,Lower Grande Ronde,45.98375458,-117.6219763,WENR - Wenaha River,Lower Snake
WENRNF,North Fork Wenaha River,522.271.073.035,River,17060106,Lower Grande Ronde,46.0205905,-117.8678973,WENRNF - North Fork Wenaha River,Lower Snake
WENRSF,South Fork Wenaha River,522.271.073.035,River,17060106,Lower Grande Ronde,45.91240054,-117.8830625,WENRSF - South Fork Wenaha River,Lower Snake
WHEELC,"Wheeler Canyon, tributary to Klickitat River",290.018,River,17070106,Klickitat,45.79886998,-121.1427035,"WHEELC - Wheeler Canyon, tributary to Klickitat River",Middle Columbia
WHITCC,White Cap Creek,522.224.120.037.264,River,17060301,Upper Selway,45.92425637,-114.5573019,WHITCC - White Cap Creek,Clearwater
WHITEC,"White Creek, Klickitat River Basin",290.063,River,17070106,Klickitat,46.12369212,-121.0724281,"WHITEC - White Creek, Klickitat River Basin",Middle Columbia
WHITER,"White River, Wenatchee River Basin",754.09,River,17020011,Wenatchee,47.92390792,-120.9041708,"WHITER - White River, Wenatchee River Basin",Upper Columbia
WHITPC,"Whitepine Creek, Wenatchee River Basin",754.025,River,17020011,Wenatchee,47.73700013,-120.9776661,"WHITPC - Whitepine Creek, Wenatchee River Basin",Upper Columbia
WHITSC,White Sand Creek - replaced by COLTKC,522.224.120.037.113,Archaic,17060303,Lochsa,,,WHITSC - White Sand Creek - replaced by COLTKC,Clearwater
WHITSR,White Salmon River,271,River,17070105,Middle Columbia-Hood,45.95307674,-121.4731476,WHITSR - White Salmon River,Middle Columbia
WHITWF,"West Fork White Creek, Klickitat River Basin",290.063.017,River,17070106,Klickitat,46.142849,-121.1126089,"WHITWF - West Fork White Creek, Klickitat River Basin",Middle Columbia
WHSH,Warrenton (OR) High School Hatchery,*,Hatchery,17080006,Lower Columbia,46.1674,-123.9254,WHSH - Warrenton (OR) High School Hatchery,Lower Columbia
WILDCC,"Wildcat Creek, Lemhi River Basin",522.303.416.090.014.003,River,17060204,Lemhi,44.74072031,-113.205237,"WILDCC - Wildcat Creek, Lemhi River Basin",Salmon
WILDSC,Wildhorse Spring Creek - tributary to Okanogan River,858.114,River,17020006,Okanogan,48.86199825,-119.3750462,WILDSC - Wildhorse Spring Creek - tributary to Okanogan River,Upper Columbia
WILH,Willamette Hatchery (ODFW) at Oakridge,*,Hatchery,17090001,Middle Fork Willamette,43.743215,-122.443804,WILH - Willamette Hatchery (ODFW) at Oakridge,Willamette
WILL,Willard National Fish Hatchery,261.009,Hatchery,17070105,Middle Columbia-Hood,45.766159,-121.631313,WILL - Willard National Fish Hatchery,Middle Columbia
WILLIC,Williams Creek,522.303.622,River,17060201,Upper Salmon,44.08320669,-114.8253271,WILLIC - Williams Creek,Salmon
WILLR,WILLAMETTE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),163,Archaic,N/A,,,,WILLR - WILLAMETTE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),
WILLR1,Willamette River - mouth to Willamette Falls (km 0-43),163,River Segment,17090012,Lower Willamette,45.52194351,-122.6677423,WILLR1 - Willamette River - mouth to Willamette Falls (km 0-43),Willamette
WILLR2,Willamette River - Willamette Falls to Santiam River (km 43-175),163,River Segment,17090007,Middle Willamette,45.14539784,-123.0319791,WILLR2 - Willamette River - Willamette Falls to Santiam River (km 43-175),Willamette
WILLR3,Willamette River - Santiam River to the confluence of the Middle and Coast forks of the Willamette River (km 175-301),163,River Segment,17090003,Upper Willamette,44.40448859,-123.2268232,WILLR3 - Willamette River - Santiam River to the confluence of the Middle and Coast forks of the Willamette River (km 175-301),Willamette
WILMOC,Wilmont Creek - tributary to Columbia River,1046,River,17020001,Franklin D. Roosevelt Lake,48.14225993,-118.4000916,WILMOC - Wilmont Creek - tributary to Columbia River,Upper Columbia
WILPB,"Willapa Bay, WA",~~~,Other,17100106,Willapa Bay,46.58663703,-123.9681467,"WILPB - Willapa Bay, WA",Washington Coastal
WILRMF,Middle Fork Willamette River,163.301,River,17090001,Middle Fork Willamette,43.73785879,-122.4583658,WILRMF - Middle Fork Willamette River,Willamette
WILSOC,"Wilson Creek, Middle Fork Salmon River",522.303.319.037,River,17060206,Lower Middle Fork Salmon,45.06036143,-114.5964687,"WILSOC - Wilson Creek, Middle Fork Salmon River",Salmon
WIMPYC,"Wimpey Creek, Lemhi River Basin",522.303.416.020,River,17060204,Lemhi,45.13570534,-113.6624917,"WIMPYC - Wimpey Creek, Lemhi River Basin",Salmon
WIND2R,"Wind River, Washington",251,River,17070105,Middle Columbia-Hood,45.84015466,-121.9429941,"WIND2R - Wind River, Washington",Middle Columbia
WINDR,Wind River,522.303.177,River,17060207,Middle Salmon-Chamberlain,45.5226557,-115.8835436,WINDR - Wind River,Salmon
WINT,Winthrop National Fish Hatchery,843.081,Hatchery,17020008,Methow,48.473894,-120.189297,WINT - Winthrop National Fish Hatchery,Upper Columbia
WINTBC,Rearing Pond in the back channel to Winthrop National Fish Hatchery,843.081,Acclimation Pond,17020008,Methow,48.473894,-120.189297,WINTBC - Rearing Pond in the back channel to Winthrop National Fish Hatchery,Upper Columbia
WITHGC,"Withington Creek, Lemhi River Basin",522.303.416.021,River,17060204,Lemhi,45.04962794,-113.7694469,"WITHGC - Withington Creek, Lemhi River Basin",Salmon
WOLFC,"Wolf Creek, Methow River",843.085,River,17020008,Methow,48.47768151,-120.3742405,"WOLFC - Wolf Creek, Methow River",Upper Columbia
WOODIS,"Woody Island, Columbia River Estuary",47,Other,17080006,Lower Columbia,46.24717298,-123.5425924,"WOODIS - Woody Island, Columbia River Estuary",Lower Columbia
